,Symb,Exch,Y_symb,G_symb,G_URL,Y_URL
3825,SS09,LSE,SS09.L,LON:SS09,https://www.google.com/finance?q=LON:SS09,"http://finance.yahoo.com/echarts?s=SS09.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3826,SSA,LSE,SSA.L,LON:SSA,https://www.google.com/finance?q=LON:SSA,"http://finance.yahoo.com/echarts?s=SSA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3827,SSAC,LSE,SSAC.L,LON:SSAC,https://www.google.com/finance?q=LON:SSAC,"http://finance.yahoo.com/echarts?s=SSAC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3828,SSE,LSE,SSE.L,LON:SSE,https://www.google.com/finance?q=LON:SSE,"http://finance.yahoo.com/echarts?s=SSE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3829,SSHY,LSE,SSHY.L,LON:SSHY,https://www.google.com/finance?q=LON:SSHY,"http://finance.yahoo.com/echarts?s=SSHY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3830,SSIL,LSE,SSIL.L,LON:SSIL,https://www.google.com/finance?q=LON:SSIL,"http://finance.yahoo.com/echarts?s=SSIL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3831,SSLN,LSE,SSLN.L,LON:SSLN,https://www.google.com/finance?q=LON:SSLN,"http://finance.yahoo.com/echarts?s=SSLN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3832,SSLV,LSE,SSLV.L,LON:SSLV,https://www.google.com/finance?q=LON:SSLV,"http://finance.yahoo.com/echarts?s=SSLV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3833,SSOB,LSE,SSOB.L,LON:SSOB,https://www.google.com/finance?q=LON:SSOB,"http://finance.yahoo.com/echarts?s=SSOB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3834,SSPG,LSE,SSPG.L,LON:SSPG,https://www.google.com/finance?q=LON:SSPG,"http://finance.yahoo.com/echarts?s=SSPG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3835,SST,LSE,SST.L,LON:SST,https://www.google.com/finance?q=LON:SST,"http://finance.yahoo.com/echarts?s=SST.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3836,SSTY,LSE,SSTY.L,LON:SSTY,https://www.google.com/finance?q=LON:SSTY,"http://finance.yahoo.com/echarts?s=SSTY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3837,SSUG,LSE,SSUG.L,LON:SSUG,https://www.google.com/finance?q=LON:SSUG,"http://finance.yahoo.com/echarts?s=SSUG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3838,SSXF,LSE,SSXF.L,LON:SSXF,https://www.google.com/finance?q=LON:SSXF,"http://finance.yahoo.com/echarts?s=SSXF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3839,SSY,LSE,SSY.L,LON:SSY,https://www.google.com/finance?q=LON:SSY,"http://finance.yahoo.com/echarts?s=SSY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3840,SSYO,LSE,SSYO.L,LON:SSYO,https://www.google.com/finance?q=LON:SSYO,"http://finance.yahoo.com/echarts?s=SSYO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3841,STAB,LSE,STAB.L,LON:STAB,https://www.google.com/finance?q=LON:STAB,"http://finance.yahoo.com/echarts?s=STAB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3842,STAC,LSE,STAC.L,LON:STAC,https://www.google.com/finance?q=LON:STAC,"http://finance.yahoo.com/echarts?s=STAC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3843,STAF,LSE,STAF.L,LON:STAF,https://www.google.com/finance?q=LON:STAF,"http://finance.yahoo.com/echarts?s=STAF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3844,STAG,LSE,STAG.L,LON:STAG,https://www.google.com/finance?q=LON:STAG,"http://finance.yahoo.com/echarts?s=STAG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3845,STAN,LSE,STAN.L,LON:STAN,https://www.google.com/finance?q=LON:STAN,"http://finance.yahoo.com/echarts?s=STAN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3846,STAR,LSE,STAR.L,LON:STAR,https://www.google.com/finance?q=LON:STAR,"http://finance.yahoo.com/echarts?s=STAR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3847,STAW,LSE,STAW.L,LON:STAW,https://www.google.com/finance?q=LON:STAW,"http://finance.yahoo.com/echarts?s=STAW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3848,STB,LSE,STB.L,LON:STB,https://www.google.com/finance?q=LON:STB,"http://finance.yahoo.com/echarts?s=STB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3849,STCK,LSE,STCK.L,LON:STCK,https://www.google.com/finance?q=LON:STCK,"http://finance.yahoo.com/echarts?s=STCK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3850,STCM,LSE,STCM.L,LON:STCM,https://www.google.com/finance?q=LON:STCM,"http://finance.yahoo.com/echarts?s=STCM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3851,STEL,LSE,STEL.L,LON:STEL,https://www.google.com/finance?q=LON:STEL,"http://finance.yahoo.com/echarts?s=STEL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3852,STG,LSE,STG.L,LON:STG,https://www.google.com/finance?q=LON:STG,"http://finance.yahoo.com/echarts?s=STG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3853,STGR,LSE,STGR.L,LON:STGR,https://www.google.com/finance?q=LON:STGR,"http://finance.yahoo.com/echarts?s=STGR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3854,STHE,LSE,STHE.L,LON:STHE,https://www.google.com/finance?q=LON:STHE,"http://finance.yahoo.com/echarts?s=STHE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3855,STHR,LSE,STHR.L,LON:STHR,https://www.google.com/finance?q=LON:STHR,"http://finance.yahoo.com/echarts?s=STHR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3856,STHS,LSE,STHS.L,LON:STHS,https://www.google.com/finance?q=LON:STHS,"http://finance.yahoo.com/echarts?s=STHS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3857,STHY,LSE,STHY.L,LON:STHY,https://www.google.com/finance?q=LON:STHY,"http://finance.yahoo.com/echarts?s=STHY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3858,STI,LSE,STI.L,LON:STI,https://www.google.com/finance?q=LON:STI,"http://finance.yahoo.com/echarts?s=STI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3859,STIM,LSE,STIM.L,LON:STIM,https://www.google.com/finance?q=LON:STIM,"http://finance.yahoo.com/echarts?s=STIM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3860,STJ,LSE,STJ.L,LON:STJ,https://www.google.com/finance?q=LON:STJ,"http://finance.yahoo.com/echarts?s=STJ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3861,STL,LSE,STL.L,LON:STL,https://www.google.com/finance?q=LON:STL,"http://finance.yahoo.com/echarts?s=STL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3862,STM,LSE,STM.L,LON:STM,https://www.google.com/finance?q=LON:STM,"http://finance.yahoo.com/echarts?s=STM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3863,STOB,LSE,STOB.L,LON:STOB,https://www.google.com/finance?q=LON:STOB,"http://finance.yahoo.com/echarts?s=STOB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3864,STR,LSE,STR.L,LON:STR,https://www.google.com/finance?q=LON:STR,"http://finance.yahoo.com/echarts?s=STR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3865,STS,LSE,STS.L,LON:STS,https://www.google.com/finance?q=LON:STS,"http://finance.yahoo.com/echarts?s=STS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3866,STVG,LSE,STVG.L,LON:STVG,https://www.google.com/finance?q=LON:STVG,"http://finance.yahoo.com/echarts?s=STVG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3867,STX,LSE,STX.L,LON:STX,https://www.google.com/finance?q=LON:STX,"http://finance.yahoo.com/echarts?s=STX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3868,STXW,LSE,STXW.L,LON:STXW,https://www.google.com/finance?q=LON:STXW,"http://finance.yahoo.com/echarts?s=STXW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3869,STY,LSE,STY.L,LON:STY,https://www.google.com/finance?q=LON:STY,"http://finance.yahoo.com/echarts?s=STY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3870,STYC,LSE,STYC.L,LON:STYC,https://www.google.com/finance?q=LON:STYC,"http://finance.yahoo.com/echarts?s=STYC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3871,SUAG,LSE,SUAG.L,LON:SUAG,https://www.google.com/finance?q=LON:SUAG,"http://finance.yahoo.com/echarts?s=SUAG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3872,SUBX,LSE,SUBX.L,LON:SUBX,https://www.google.com/finance?q=LON:SUBX,"http://finance.yahoo.com/echarts?s=SUBX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3873,SUD5,LSE,SUD5.L,LON:SUD5,https://www.google.com/finance?q=LON:SUD5,"http://finance.yahoo.com/echarts?s=SUD5.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3874,SUGA,LSE,SUGA.L,LON:SUGA,https://www.google.com/finance?q=LON:SUGA,"http://finance.yahoo.com/echarts?s=SUGA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3875,SUGG,LSE,SUGG.L,LON:SUGG,https://www.google.com/finance?q=LON:SUGG,"http://finance.yahoo.com/echarts?s=SUGG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3876,SUH,LSE,SUH.L,LON:SUH,https://www.google.com/finance?q=LON:SUH,"http://finance.yahoo.com/echarts?s=SUH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3877,SUK1,LSE,SUK1.L,LON:SUK1,https://www.google.com/finance?q=LON:SUK1,"http://finance.yahoo.com/echarts?s=SUK1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3878,SUK2,LSE,SUK2.L,LON:SUK2,https://www.google.com/finance?q=LON:SUK2,"http://finance.yahoo.com/echarts?s=SUK2.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3879,SUKC,LSE,SUKC.L,LON:SUKC,https://www.google.com/finance?q=LON:SUKC,"http://finance.yahoo.com/echarts?s=SUKC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3880,SULA,LSE,SULA.L,LON:SULA,https://www.google.com/finance?q=LON:SULA,"http://finance.yahoo.com/echarts?s=SULA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3881,SUMM,LSE,SUMM.L,LON:SUMM,https://www.google.com/finance?q=LON:SUMM,"http://finance.yahoo.com/echarts?s=SUMM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3882,SUN,LSE,SUN.L,LON:SUN,https://www.google.com/finance?q=LON:SUN,"http://finance.yahoo.com/echarts?s=SUN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3883,SUP3,LSE,SUP3.L,LON:SUP3,https://www.google.com/finance?q=LON:SUP3,"http://finance.yahoo.com/echarts?s=SUP3.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3884,SUP5,LSE,SUP5.L,LON:SUP5,https://www.google.com/finance?q=LON:SUP5,"http://finance.yahoo.com/echarts?s=SUP5.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3885,SUS,LSE,SUS.L,LON:SUS,https://www.google.com/finance?q=LON:SUS,"http://finance.yahoo.com/echarts?s=SUS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3886,SUSB,LSE,SUSB.L,LON:SUSB,https://www.google.com/finance?q=LON:SUSB,"http://finance.yahoo.com/echarts?s=SUSB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3887,SUSC,LSE,SUSC.L,LON:SUSC,https://www.google.com/finance?q=LON:SUSC,"http://finance.yahoo.com/echarts?s=SUSC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3888,SUSD,LSE,SUSD.L,LON:SUSD,https://www.google.com/finance?q=LON:SUSD,"http://finance.yahoo.com/echarts?s=SUSD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3889,SUSE,LSE,SUSE.L,LON:SUSE,https://www.google.com/finance?q=LON:SUSE,"http://finance.yahoo.com/echarts?s=SUSE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3890,SUSS,LSE,SUSS.L,LON:SUSS,https://www.google.com/finance?q=LON:SUSS,"http://finance.yahoo.com/echarts?s=SUSS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3891,SVCA,LSE,SVCA.L,LON:SVCA,https://www.google.com/finance?q=LON:SVCA,"http://finance.yahoo.com/echarts?s=SVCA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3892,SVE,LSE,SVE.L,LON:SVE,https://www.google.com/finance?q=LON:SVE,"http://finance.yahoo.com/echarts?s=SVE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3893,SVI,LSE,SVI.L,LON:SVI,https://www.google.com/finance?q=LON:SVI,"http://finance.yahoo.com/echarts?s=SVI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3894,SVM,LSE,SVM.L,LON:SVM,https://www.google.com/finance?q=LON:SVM,"http://finance.yahoo.com/echarts?s=SVM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3895,SVR,LSE,SVR.L,LON:SVR,https://www.google.com/finance?q=LON:SVR,"http://finance.yahoo.com/echarts?s=SVR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3896,SVS,LSE,SVS.L,LON:SVS,https://www.google.com/finance?q=LON:SVS,"http://finance.yahoo.com/echarts?s=SVS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3897,SVST,LSE,SVST.L,LON:SVST,https://www.google.com/finance?q=LON:SVST,"http://finance.yahoo.com/echarts?s=SVST.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3898,SVT,LSE,SVT.L,LON:SVT,https://www.google.com/finance?q=LON:SVT,"http://finance.yahoo.com/echarts?s=SVT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3899,SVTL,LSE,SVTL.L,LON:SVTL,https://www.google.com/finance?q=LON:SVTL,"http://finance.yahoo.com/echarts?s=SVTL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3900,SWALLE,LSE,SWALLE.L,LON:SWALLE,https://www.google.com/finance?q=LON:SWALLE,"http://finance.yahoo.com/echarts?s=SWALLE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3901,SWAP,LSE,SWAP.L,LON:SWAP,https://www.google.com/finance?q=LON:SWAP,"http://finance.yahoo.com/echarts?s=SWAP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3902,SWCHN,LSE,SWCHN.L,LON:SWCHN,https://www.google.com/finance?q=LON:SWCHN,"http://finance.yahoo.com/echarts?s=SWCHN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3903,SWDA,LSE,SWDA.L,LON:SWDA,https://www.google.com/finance?q=LON:SWDA,"http://finance.yahoo.com/echarts?s=SWDA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3904,SWDEURS,LSE,SWDEURS.L,LON:SWDEURS,https://www.google.com/finance?q=LON:SWDEURS,"http://finance.yahoo.com/echarts?s=SWDEURS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3905,SWDPAC,LSE,SWDPAC.L,LON:SWDPAC,https://www.google.com/finance?q=LON:SWDPAC,"http://finance.yahoo.com/echarts?s=SWDPAC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3906,SWDPACXJ,LSE,SWDPACXJ.L,LON:SWDPACXJ,https://www.google.com/finance?q=LON:SWDPACXJ,"http://finance.yahoo.com/echarts?s=SWDPACXJ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3907,SWDXUS,LSE,SWDXUS.L,LON:SWDXUS,https://www.google.com/finance?q=LON:SWDXUS,"http://finance.yahoo.com/echarts?s=SWDXUS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3908,SWEA,LSE,SWEA.L,LON:SWEA,https://www.google.com/finance?q=LON:SWEA,"http://finance.yahoo.com/echarts?s=SWEA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3909,SWEF,LSE,SWEF.L,LON:SWEF,https://www.google.com/finance?q=LON:SWEF,"http://finance.yahoo.com/echarts?s=SWEF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3910,SWIND,LSE,SWIND.L,LON:SWIND,https://www.google.com/finance?q=LON:SWIND,"http://finance.yahoo.com/echarts?s=SWIND.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3911,SWL,LSE,SWL.L,LON:SWL,https://www.google.com/finance?q=LON:SWL,"http://finance.yahoo.com/echarts?s=SWL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3912,SWORLDS,LSE,SWORLDS.L,LON:SWORLDS,https://www.google.com/finance?q=LON:SWORLDS,"http://finance.yahoo.com/echarts?s=SWORLDS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3913,SWP,LSE,SWP.L,LON:SWP,https://www.google.com/finance?q=LON:SWP,"http://finance.yahoo.com/echarts?s=SWP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3914,SWPACXJA,LSE,SWPACXJA.L,LON:SWPACXJA,https://www.google.com/finance?q=LON:SWPACXJA,"http://finance.yahoo.com/echarts?s=SWPACXJA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3915,SWPXJAN,LSE,SWPXJAN.L,LON:SWPXJAN,https://www.google.com/finance?q=LON:SWPXJAN,"http://finance.yahoo.com/echarts?s=SWPXJAN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3916,SWUSA,LSE,SWUSA.L,LON:SWUSA,https://www.google.com/finance?q=LON:SWUSA,"http://finance.yahoo.com/echarts?s=SWUSA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3917,SX5S,LSE,SX5S.L,LON:SX5S,https://www.google.com/finance?q=LON:SX5S,"http://finance.yahoo.com/echarts?s=SX5S.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3918,SXFN,LSE,SXFN.L,LON:SXFN,https://www.google.com/finance?q=LON:SXFN,"http://finance.yahoo.com/echarts?s=SXFN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3919,SXLB,LSE,SXLB.L,LON:SXLB,https://www.google.com/finance?q=LON:SXLB,"http://finance.yahoo.com/echarts?s=SXLB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3920,SXLE,LSE,SXLE.L,LON:SXLE,https://www.google.com/finance?q=LON:SXLE,"http://finance.yahoo.com/echarts?s=SXLE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3921,SXLF,LSE,SXLF.L,LON:SXLF,https://www.google.com/finance?q=LON:SXLF,"http://finance.yahoo.com/echarts?s=SXLF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3922,SXLI,LSE,SXLI.L,LON:SXLI,https://www.google.com/finance?q=LON:SXLI,"http://finance.yahoo.com/echarts?s=SXLI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3923,SXLK,LSE,SXLK.L,LON:SXLK,https://www.google.com/finance?q=LON:SXLK,"http://finance.yahoo.com/echarts?s=SXLK.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3924,SXLP,LSE,SXLP.L,LON:SXLP,https://www.google.com/finance?q=LON:SXLP,"http://finance.yahoo.com/echarts?s=SXLP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3925,SXLU,LSE,SXLU.L,LON:SXLU,https://www.google.com/finance?q=LON:SXLU,"http://finance.yahoo.com/echarts?s=SXLU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3926,SXLV,LSE,SXLV.L,LON:SXLV,https://www.google.com/finance?q=LON:SXLV,"http://finance.yahoo.com/echarts?s=SXLV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3927,SXLY,LSE,SXLY.L,LON:SXLY,https://www.google.com/finance?q=LON:SXLY,"http://finance.yahoo.com/echarts?s=SXLY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3928,SXS,LSE,SXS.L,LON:SXS,https://www.google.com/finance?q=LON:SXS,"http://finance.yahoo.com/echarts?s=SXS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3929,SXX,LSE,SXX.L,LON:SXX,https://www.google.com/finance?q=LON:SXX,"http://finance.yahoo.com/echarts?s=SXX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3930,SYM,LSE,SYM.L,LON:SYM,https://www.google.com/finance?q=LON:SYM,"http://finance.yahoo.com/echarts?s=SYM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3931,SYNT,LSE,SYNT.L,LON:SYNT,https://www.google.com/finance?q=LON:SYNT,"http://finance.yahoo.com/echarts?s=SYNT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3932,SYP3,LSE,SYP3.L,LON:SYP3,https://www.google.com/finance?q=LON:SYP3,"http://finance.yahoo.com/echarts?s=SYP3.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3933,SYQ,LSE,SYQ.L,LON:SYQ,https://www.google.com/finance?q=LON:SYQ,"http://finance.yahoo.com/echarts?s=SYQ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3934,SZ51,LSE,SZ51.L,LON:SZ51,https://www.google.com/finance?q=LON:SZ51,"http://finance.yahoo.com/echarts?s=SZ51.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3935,SZ58,LSE,SZ58.L,LON:SZ58,https://www.google.com/finance?q=LON:SZ58,"http://finance.yahoo.com/echarts?s=SZ58.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3936,SZ64,LSE,SZ64.L,LON:SZ64,https://www.google.com/finance?q=LON:SZ64,"http://finance.yahoo.com/echarts?s=SZ64.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3937,SZIC,LSE,SZIC.L,LON:SZIC,https://www.google.com/finance?q=LON:SZIC,"http://finance.yahoo.com/echarts?s=SZIC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3938,T16,LSE,T16.L,LON:T16,https://www.google.com/finance?q=LON:T16,"http://finance.yahoo.com/echarts?s=T16.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3939,T17,LSE,T17.L,LON:T17,https://www.google.com/finance?q=LON:T17,"http://finance.yahoo.com/echarts?s=T17.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3940,T18,LSE,T18.L,LON:T18,https://www.google.com/finance?q=LON:T18,"http://finance.yahoo.com/echarts?s=T18.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3941,T19,LSE,T19.L,LON:T19,https://www.google.com/finance?q=LON:T19,"http://finance.yahoo.com/echarts?s=T19.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3942,T1X,LSE,T1X.L,LON:T1X,https://www.google.com/finance?q=LON:T1X,"http://finance.yahoo.com/echarts?s=T1X.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3943,T20,LSE,T20.L,LON:T20,https://www.google.com/finance?q=LON:T20,"http://finance.yahoo.com/echarts?s=T20.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3944,T22,LSE,T22.L,LON:T22,https://www.google.com/finance?q=LON:T22,"http://finance.yahoo.com/echarts?s=T22.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3945,T23,LSE,T23.L,LON:T23,https://www.google.com/finance?q=LON:T23,"http://finance.yahoo.com/echarts?s=T23.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3946,T24,LSE,T24.L,LON:T24,https://www.google.com/finance?q=LON:T24,"http://finance.yahoo.com/echarts?s=T24.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3947,T24I,LSE,T24I.L,LON:T24I,https://www.google.com/finance?q=LON:T24I,"http://finance.yahoo.com/echarts?s=T24I.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3948,T25,LSE,T25.L,LON:T25,https://www.google.com/finance?q=LON:T25,"http://finance.yahoo.com/echarts?s=T25.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3949,T27,LSE,T27.L,LON:T27,https://www.google.com/finance?q=LON:T27,"http://finance.yahoo.com/echarts?s=T27.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3950,T29,LSE,T29.L,LON:T29,https://www.google.com/finance?q=LON:T29,"http://finance.yahoo.com/echarts?s=T29.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3951,T2HI,LSE,T2HI.L,LON:T2HI,https://www.google.com/finance?q=LON:T2HI,"http://finance.yahoo.com/echarts?s=T2HI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3952,T2IL,LSE,T2IL.L,LON:T2IL,https://www.google.com/finance?q=LON:T2IL,"http://finance.yahoo.com/echarts?s=T2IL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3953,T30I,LSE,T30I.L,LON:T30I,https://www.google.com/finance?q=LON:T30I,"http://finance.yahoo.com/echarts?s=T30I.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3954,T32,LSE,T32.L,LON:T32,https://www.google.com/finance?q=LON:T32,"http://finance.yahoo.com/echarts?s=T32.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3955,T39,LSE,T39.L,LON:T39,https://www.google.com/finance?q=LON:T39,"http://finance.yahoo.com/echarts?s=T39.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3956,T40,LSE,T40.L,LON:T40,https://www.google.com/finance?q=LON:T40,"http://finance.yahoo.com/echarts?s=T40.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3957,T42,LSE,T42.L,LON:T42,https://www.google.com/finance?q=LON:T42,"http://finance.yahoo.com/echarts?s=T42.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3958,T42A,LSE,T42A.L,LON:T42A,https://www.google.com/finance?q=LON:T42A,"http://finance.yahoo.com/echarts?s=T42A.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3959,T44,LSE,T44.L,LON:T44,https://www.google.com/finance?q=LON:T44,"http://finance.yahoo.com/echarts?s=T44.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3960,T45,LSE,T45.L,LON:T45,https://www.google.com/finance?q=LON:T45,"http://finance.yahoo.com/echarts?s=T45.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3961,T46,LSE,T46.L,LON:T46,https://www.google.com/finance?q=LON:T46,"http://finance.yahoo.com/echarts?s=T46.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3962,T47,LSE,T47.L,LON:T47,https://www.google.com/finance?q=LON:T47,"http://finance.yahoo.com/echarts?s=T47.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
3963,T49,LSE,T49.L,LON:T49,https://www.google.com/finance?q=LON:T49,"http://finance.yahoo.com/echarts?s=T49.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
